id,title,author,category,ean_isbn13,upc_isbn10,description,publisher,publish_date,added,length
57,Church Discipline: How the Church Protects the Name of Jesus (9Marks: Building Healthy Churches),Jonathan Leeman,IX 9 Marks Series,9781433532337,1433532336,"Church discipline is essential to building a healthy church. So how exactly do we practice church discipline? Jonathan Leeman helps us face the endless variety of circumstances and sins for which no scriptural case study exists, sins that don&rsquo;t show up on any list and need a biblical framework to be corrected appropriately in love. Here is a contemporary and concise how-to guide that provides a theological framework for understanding and implementing disciplinary measures in the local church, along with several examples of real-life situations and the corresponding responses.",Crossway,2012-04-30,2023-06-17,144
58,Church Elders: How to Shepherd God's People Like Jesus (9Marks: Building Healthy Churches),Jeramie Rinne,IX 9 Marks Series,9781433540875,1433540878,"What does effective church leadership look like?  In this conversational book, Pastor Jeramie Rinne sets forth an easy-to-understand &ldquo;job description&rdquo; for elders drawn from the Bible&rsquo;s teaching on church leadership.  Offering practical guidance for new elders and helping church members better understand and support their spiritual leaders, this succinct volume will encourage elders to embrace their calling with grace, wisdom, and clarity of vision.",Crossway,2014-04-30,2023-06-17,144
59,Church Membership: How the World Knows Who Represents Jesus (9Marks: Building Healthy Churches),Jonathan Leeman,IX 9 Marks Series,9781433532375,1433532379,"Why should you join a church? Becoming a member of a church is an important, and often neglected, part of the Christian life. Yet the trend these days is one of shunning the practice of organized religion and showing a distaste or fear of commitment, especially of institutions.Jonathan Leeman addresses these issues with a straightforward explanation of what church membership is and why it&rsquo;s important. Giving the local church its proper due, Leeman has built a compelling case for committing to the local body.",Crossway,2012-04-30,2023-06-17,144
60,Conversion: How God Creates a People (9marks: Building Healthy Churches),Michael Lawrence,IX 9 Marks Series,9781433556494,1433556499,"Does what a church believes about how people become Christians change how we do evangelism? In this concise book, Michael Lawrence explains the doctrine of conversion and helps us consider the relationship between what we believe about how people are saved and our approach to sharing the gospel in the context of the local church. Readers of this book will understand how the local church should participate in the conversion process through ordinary means, such as biblical preaching and intentional relationships.",Crossway,2017-06-30,2023-06-17,144
61,Corporate Worship,Matt Merker,IX 9 Marks Series,9781433569821,1433569825,"In this addition to the 9Marks Building Healthy Churches series, Matt Merker explores the biblical understanding of corporate worship as an activity where God gathers the church by his grace, unto his glory, for their mutual good, and before the world's gaze.",Crossway,2021-02-23,2023-06-17,176
62,Deacons,Matt Smethurst,IX 9 Marks Series,9781433571626,1433571625,"In Deacons: How They Serve and Strengthen the Church, Matt Smethurst makes the case that deacons are model servants who rise to meet tangible needs in congregational life.",Crossway,2021-04-13,2023-06-17,176
63,Discipling: How to Help Others Follow Jesus (9Marks: Building Healthy Churches),Mark Dever,IX 9 Marks Series,9781433551222,1433551225,"Before ascending to heaven, Jesus instructed his followers to “make disciples of all nations.” But what does this command actually entail? What does it look like for Christians to care for one another’s spiritual well-being and growth? In this introduction to the basics of discipling, veteran pastor and author Mark Dever uses biblical definitions and practical examples to show how Christians can help one another become more like Christ every day. The eighth volume in the 9Marks: Building Healthy Churches series, this short book explains how discipling should function in the context of the local church, teaching pastors and church leaders how to cultivate a culture of edification and growth in their congregations.",Crossway,2016-04-30,2023-06-17,128
64,Evangelism: How the Whole Church Speaks of Jesus (9Marks: Building Healthy Churches),J. Mack Stiles,IX 9 Marks Series,9781433544651,1433544652,"Evangelism is more than a program.  Every few years, churches jump into the latest evangelistic fad. Leaders administrate the new program, and members go on a raid. But picture a church where evangelism is just part of the culture. Leaders share their faith consistently and openly. Members follow, encouraging one another to make evangelism an ongoing way of life.  Such is the way of evangelism presented by this brief and compelling book. No program here. Instead, it just might give your church a new way to live and share the gospel together.",Crossway,2014-04-30,2023-06-17,128
65,Expositional Preaching: How We Speak God's Word Today (9Marks: Building Healthy Churches),David R. Helm,IX 9 Marks Series,9781433543135,1433543133,"What makes for good preaching?  In this accessible volume&mdash;written for preachers and preachers in training&mdash;pastor David Helm outlines what must be believed and accomplished to become a faithful expositor of God&rsquo;s Word.  In addition to offering practical, step-by-step guidance for preachers, this short book will equip all of us to recognize good preaching when we hear it.",Crossway,2014-04-30,2023-06-17,128
66,Missions: How the Local Church Goes Global (9marks: Building Healthy Churches),Andy Johnson,IX 9 Marks Series,9781433555701,1433555700,"Every local church should be engaged with global missions, even if most individuals in the church aren't called to go overseas. But what does this engagement actually look like? How can local churches train, send, and support missionaries well? Unpacking principles from the Bible and applying them in the context of real life in a local church, this new book in the 9Marks: Building Healthy Churches series is filled with practical steps and advice for supporting missionaries, forming international partnerships, sending short-term teams, and engaging with the nations here at home. This book casts a vision for the local church as the engine of world missions—for the joy of all people and the glory of God.",Crossway,2017-08-31,2023-06-17,128
67,Prayer: How Praying Together Shapes the Church (9marks: Building Healthy Churches),John Onwuchekwa,IX 9 Marks Series,9781433559471,1433559471,"What is the role of corporate prayer in the church? Prayer is as necessary to the Christian as breathing is to the human body— but it often doesn’t come quite as naturally. In fact, prayer in the church often gets subtly pushed to the side in favor of pragmatic practices that promise tangible results. This book focuses on the necessity of regular prayer as a central practice in the local church—awakening us to the need and blessing of corporate prayer by examining what Jesus taught about prayer, how the first Christians approached prayer, and how to prioritize prayer in our congregations.",Crossway,2018-08-31,2023-06-17,144
